,,a,u,c,n,h,o,s,l,q,r,k,e,z,v,t,x,d,f,w,y,i,b,j,g,m,p
y,i,2.2,0.2,2.2,24.2,1.2,0.2,10.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,2.2,0.2,3.2,1.2,2.2,0.2,0.2,0.2,1.2,0.2,5.2,0.2
y,b,5.2,5.2,0.2,0.2,0.2,6.2,0.2,2.2,0.2,6.2,0.2,14.2,1.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,27.2,0.2,0.2,0.2,0.2,0.2
y,j,1.2,8.2,0.2,0.2,0.2,2.2,0.2,0.2,1.2,0.2,1.2,1.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2
y,g,4.2,2.2,0.2,0.2,0.2,8.2,1.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,2.2,1.2,0.2,0.2,0.2,1.2,2.2,0.2,0.2,0.2,0.2,0.2
y,m,9.2,1.2,2.2,1.2,0.2,7.2,0.2,1.2,0.2,1.2,1.2,9.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,6.2,3.2,0.2,0.2,0.2,1.2,0.2
y,p,2.2,0.2,0.2,0.2,1.2,0.2,0.2,11.2,0.2,1.2,0.2,3.2,0.2,0.2,2.2,0.2,0.2,0.2,1.2,0.2,3.2,0.2,0.2,1.2,0.2,0.2
i,a,4.2,0.2,4.2,28.2,10.2,1.2,4.2,42.2,1.2,5.2,2.2,3.2,0.2,1.2,4.2,0.2,3.2,3.2,1.2,1.2,4.2,8.2,2.2,1.2,17.2,5.2
i,u,0.2,1.2,0.2,1.2,0.2,0.2,5.2,3.2,1.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2
i,c,43.2,3.2,2.2,0.2,14.2,5.2,7.2,4.2,0.2,2.2,18.2,23.2,0.2,2.2,6.2,0.2,1.2,2.2,1.2,3.2,19.2,3.2,2.2,1.2,2.2,1.2
i,n,48.2,5.2,22.2,12.2,8.2,13.2,59.2,11.2,1.2,9.2,24.2,48.2,0.2,12.2,63.2,1.2,23.2,18.2,42.2,13.2,28.2,100.2,10.2,296.2,39.2,12.2
i,h,19.2,0.2,0.2,0.2,1.2,2.2,0.2,1.2,0.2,0.2,0.2,2.2,1.2,0.2,8.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
i,o,0.2,4.2,1.2,55.2,1.2,1.2,1.2,2.2,0.2,2.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,1.2,0.2,0.2,1.2,0.2,0.2,1.2,1.2
i,s,25.2,2.2,9.2,12.2,28.2,12.2,39.2,7.2,1.2,4.2,1.2,20.2,0.2,0.2,43.2,0.2,7.2,8.2,8.2,5.2,52.2,5.2,4.2,6.2,12.2,4.2
i,l,12.2,2.2,1.2,0.2,1.2,34.2,6.2,83.2,2.2,1.2,1.2,14.2,1.2,3.2,2.2,0.2,6.2,3.2,0.2,12.2,13.2,2.2,0.2,0.2,3.2,1.2
i,q,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
i,r,8.2,3.2,1.2,0.2,0.2,22.2,9.2,18.2,0.2,2.2,0.2,21.2,0.2,1.2,30.2,0.2,3.2,0.2,1.2,1.2,6.2,1.2,0.2,1.2,1.2,3.2
i,k,1.2,0.2,0.2,9.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,40.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,10.2,0.2,0.2,0.2,0.2,1.2
i,e,4.2,1.2,1.2,22.2,2.2,4.2,19.2,4.2,0.2,13.2,1.2,1.2,0.2,13.2,5.2,1.2,8.2,3.2,8.2,1.2,2.2,159.2,3.2,1.2,0.2,3.2
i,z,5.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,5.2,16.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,1.2,2.2
i,v,8.2,0.2,0.2,0.2,0.2,1.2,2.2,1.2,0.2,1.2,1.2,40.2,0.2,0.2,0.2,1.2,2.2,0.2,0.2,0.2,5.2,0.2,0.2,1.2,0.2,1.2
i,t,23.2,3.2,10.2,2.2,106.2,10.2,47.2,5.2,0.2,0.2,0.2,29.2,6.2,1.2,31.2,0.2,1.2,3.2,15.2,14.2,16.2,2.2,1.2,5.2,5.2,35.2
i,x,1.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,2.2,0.2,0.2,1.2,0.2,0.2,1.2,1.2,1.2,0.2,0.2,1.2
i,d,15.2,0.2,1.2,6.2,3.2,19.2,3.2,0.2,1.2,6.2,0.2,35.2,1.2,0.2,3.2,0.2,0.2,0.2,0.2,3.2,23.2,1.2,0.2,1.2,0.2,0.2
i,f,3.2,13.2,1.2,0.2,3.2,8.2,0.2,0.2,0.2,1.2,1.2,23.2,0.2,0.2,7.2,0.2,1.2,5.2,0.2,13.2,14.2,1.2,37.2,0.2,0.2,0.2
i,w,17.2,0.2,0.2,0.2,0.2,3.2,0.2,0.2,1.2,0.2,0.2,2.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,6.2,0.2,0.2,0.2,0.2,0.2
i,y,1.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2
i,i,0.2,0.2,0.2,2.2,0.2,0.2,1.2,2.2,0.2,3.2,0.2,1.2,0.2,1.2,5.2,0.2,3.2,1.2,0.2,0.2,24.2,0.2,0.2,0.2,1.2,0.2
i,b,6.2,1.2,0.2,1.2,0.2,2.2,0.2,7.2,0.2,1.2,0.2,5.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2,1.2,0.2,0.2,0.2,0.2
i,j,1.2,3.2,1.2,0.2,0.2,2.2,1.2,0.2,1.2,1.2,3.2,2.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2
i,g,5.2,5.2,1.2,6.2,61.2,7.2,2.2,1.2,0.2,2.2,2.2,5.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,1.2,7.2,0.2,0.2,1.2,0.2,1.2
i,m,28.2,2.2,5.2,4.2,9.2,11.2,15.2,1.2,0.2,2.2,0.2,60.2,0.2,0.2,3.2,0.2,3.2,8.2,0.2,2.2,13.2,4.2,1.2,2.2,4.2,14.2
i,p,4.2,1.2,0.2,0.2,2.2,2.2,3.2,0.2,0.2,1.2,0.2,2.2,0.2,0.2,3.2,2.2,0.2,0.2,1.2,1.2,1.2,1.2,0.2,0.2,0.2,6.2
b,a,0.2,0.2,28.2,14.2,2.2,0.2,14.2,22.2,0.2,28.2,1.2,2.2,0.2,0.2,5.2,0.2,11.2,0.2,1.2,5.2,1.2,23.2,1.2,2.2,0.2,2.2
b,u,0.2,1.2,1.2,1.2,1.2,0.2,5.2,3.2,0.2,5.2,0.2,0.2,0.2,2.2,35.2,0.2,1.2,2.2,0.2,2.2,1.2,1.2,0.2,1.2,1.2,0.2
b,c,3.2,0.2,0.2,3.2,2.2,2.2,1.2,0.2,1.2,3.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
b,n,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,3.2,0.2,0.2,1.2,0.2
b,h,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,1.2,2.2,1.2,0.2,33.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
b,o,2.2,18.2,0.2,4.2,0.2,12.2,3.2,2.2,0.2,6.2,2.2,0.2,0.2,0.2,6.2,2.2,8.2,1.2,0.2,6.2,1.2,0.2,1.2,2.2,0.2,0.2
b,s,0.2,0.2,0.2,0.2,2.2,3.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,2.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,2.2,0.2,1.2
b,l,10.2,5.2,0.2,1.2,0.2,2.2,0.2,1.2,0.2,1.2,0.2,27.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,3.2,5.2,0.2,0.2,0.2,0.2,1.2
b,q,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
b,r,21.2,3.2,0.2,1.2,0.2,13.2,0.2,0.2,0.2,0.2,0.2,9.2,1.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,11.2,1.2,0.2,0.2,0.2,0.2
b,k,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
b,e,27.2,1.2,20.2,3.2,3.2,1.2,24.2,64.2,0.2,162.2,0.2,15.2,0.2,0.2,17.2,1.2,2.2,9.2,2.2,4.2,14.2,2.2,0.2,10.2,6.2,6.2
b,z,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2
b,v,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,0.2,0.2
b,t,0.2,0.2,0.2,0.2,2.2,0.2,1.2,0.2,0.2,1.2,1.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2
b,x,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
b,d,4.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2
b,f,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
b,w,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
b,y,3.2,0.2,1.2,0.2,1.2,0.2,3.2,1.2,0.2,3.2,1.2,2.2,0.2,0.2,6.2,0.2,0.2,1.2,0.2,3.2,2.2,1.2,3.2,2.2,3.2,1.2
b,i,4.2,0.2,4.2,2.2,0.2,1.2,2.2,5.2,0.2,29.2,7.2,115.2,17.2,0.2,9.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,1.2,10.2,1.2,0.2
b,b,1.2,0.2,1.2,0.2,0.2,0.2,1.2,3.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2
b,j,3.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,33.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
b,g,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
b,m,5.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
b,p,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
j,a,0.2,0.2,5.2,4.2,3.2,0.2,1.2,1.2,0.2,1.2,1.2,0.2,0.2,0.2,2.2,2.2,5.2,0.2,7.2,1.2,1.2,1.2,22.2,0.2,4.2,4.2
j,u,2.2,0.2,0.2,2.2,0.2,0.2,222.2,4.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,4.2,0.2
j,c,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2
j,n,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
j,h,0.2,1.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2
j,o,6.2,2.2,0.2,3.2,10.2,1.2,2.2,0.2,0.2,2.2,1.2,3.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,4.2,1.2,2.2,0.2,0.2,0.2,1.2
j,s,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
j,l,0.2,0.2,0.2,0.2,0.2,3.2,1.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,1.2
j,q,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2
j,r,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,1.2,1.2,1.2,0.2
j,k,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,2.2,0.2,0.2,0.2
j,e,0.2,0.2,0.2,1.2,0.2,0.2,5.2,1.2,1.2,7.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,1.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2
j,z,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2
j,v,1.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
j,t,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,33.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2
j,x,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2
j,d,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,4.2,0.2,0.2,2.2,0.2
j,f,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2
j,w,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
j,y,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2
j,i,1.2,2.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2
j,b,0.2,0.2,2.2,0.2,33.2,0.2,0.2,2.2,0.2,1.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,2.2,1.2,3.2,0.2,1.2,0.2
j,j,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
j,g,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2
j,m,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2
j,p,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2
g,a,1.2,0.2,1.2,15.2,6.2,0.2,8.2,7.2,0.2,8.2,1.2,0.2,2.2,1.2,4.2,0.2,0.2,1.2,0.2,1.2,22.2,3.2,0.2,4.2,9.2,0.2
g,u,4.2,1.2,0.2,6.2,0.2,1.2,3.2,0.2,0.2,1.2,0.2,14.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.2,1.2,0.2,0.2,0.2,0.2,1.2
g,c,2.2,2.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
g,n,1.2,0.2,1.2,0.2,0.2,5.2,1.2,0.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
g,h,2.2,3.2,2.2,2.2,0.2,2.2,1.2,0.2,0.2,0.2,0.2,5.2,0.2,0.2,72.2,0.2,1.2,0.2,1.2,0.2,3.2,1.2,0.2,0.2,3.2,2.2
g,o,7.2,1.2,0.2,19.2,2.2,47.2,2.2,6.2,0.2,2.2,1.2,1.2,0.2,5.2,21.2,0.2,14.2,2.2,0.2,0.2,6.2,1.2,0.2,5.2,6.2,6.2
g,s,5.2,0.2,2.2,1.2,1.2,8.2,0.2,1.2,0.2,2.2,1.2,2.2,1.2,0.2,5.2,0.2,0.2,0.2,2.2,0.2,4.2,0.2,0.2,0.2,2.2,1.2
g,l,6.2,0.2,0.2,0.2,1.2,10.2,0.2,0.2,1.2,0.2,0.2,8.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,2.2,10.2,0.2,0.2,1.2,0.2,0.2
g,q,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2
g,r,19.2,1.2,0.2,0.2,1.2,7.2,0.2,0.2,0.2,0.2,1.2,30.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,3.2,10.2,0.2,0.2,1.2,0.2,0.2
g,k,2.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,15.2,0.2
g,e,2.2,1.2,0.2,9.2,3.2,3.2,8.2,3.2,0.2,12.2,1.2,1.2,1.2,3.2,32.2,0.2,2.2,0.2,0.2,0.2,2.2,2.2,0.2,0.2,2.2,1.2
g,z,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2
g,v,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2
g,t,0.2,0.2,0.2,0.2,14.2,17.2,0.2,0.2,0.2,2.2,0.2,3.2,1.2,1.2,1.2,0.2,0.2,0.2,0.2,1.2,7.2,1.2,0.2,24.2,0.2,0.2
g,x,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2
g,d,0.2,0.2,0.2,0.2,1.2,5.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,2.2,0.2,1.2,1.2,1.2,0.2
g,f,0.2,0.2,0.2,0.2,0.2,18.2,0.2,0.2,0.2,7.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
g,w,1.2,0.2,0.2,0.2,3.2,5.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,7.2,0.2,0.2,0.2,0.2,0.2
g,y,2.2,0.2,0.2,0.2,0.2,13.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2,1.2
g,i,2.2,1.2,4.2,24.2,0.2,2.2,5.2,3.2,0.2,34.2,2.2,1.2,0.2,12.2,3.2,0.2,1.2,4.2,3.2,0.2,2.2,0.2,0.2,0.2,3.2,1.2
g,b,3.2,3.2,0.2,0.2,0.2,2.2,0.2,1.2,0.2,2.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.2,3.2,0.2,1.2,0.2,0.2,0.2
g,j,0.2,1.2,0.2,0.2,0.2,2.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,1.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2
g,g,1.2,2.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,2.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2
g,m,2.2,0.2,1.2,0.2,0.2,3.2,0.2,0.2,0.2,1.2,0.2,3.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,2.2,1.2,1.2,0.2,0.2,0.2,0.2
g,p,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2,1.2,3.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2
m,a,3.2,0.2,14.2,29.2,6.2,2.2,14.2,11.2,0.2,46.2,18.2,0.2,8.2,1.2,25.2,0.2,23.2,0.2,1.2,4.2,32.2,4.2,2.2,12.2,5.2,3.2
m,u,1.2,0.2,18.2,6.2,0.2,0.2,12.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,2.2,0.2,2.2,0.2
m,c,5.2,0.2,1.2,1.2,1.2,3.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,1.2,1.2,0.2,2.2,0.2,0.2
m,n,1.2,0.2,0.2,0.2,0.2,2.2,1.2,0.2,0.2,0.2,1.2,4.2,2.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2
m,h,6.2,0.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,1.2,0.2,6.2,0.2,0.2,4.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
m,o,0.2,15.2,4.2,45.2,4.2,9.2,8.2,6.2,0.2,46.2,0.2,1.2,0.2,6.2,7.2,0.2,1.2,2.2,0.2,0.2,2.2,3.2,1.2,0.2,8.2,0.2
m,s,2.2,2.2,1.2,1.2,1.2,6.2,2.2,1.2,0.2,0.2,0.2,3.2,0.2,0.2,6.2,0.2,1.2,2.2,3.2,2.2,0.2,1.2,0.2,0.2,1.2,9.2
m,l,2.2,2.2,0.2,0.2,0.2,4.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,0.2,0.2
m,q,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
m,r,1.2,0.2,1.2,0.2,0.2,1.2,2.2,0.2,0.2,0.2,0.2,4.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2
m,k,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,1.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
m,e,30.2,2.2,3.2,27.2,13.2,20.2,34.2,15.2,0.2,21.2,2.2,43.2,5.2,1.2,47.2,3.2,10.2,9.2,7.2,4.2,21.2,16.2,5.2,5.2,8.2,24.2
m,z,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
m,v,0.2,0.2,0.2,0.2,2.2,1.2,2.2,0.2,1.2,0.2,0.2,4.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,0.2,0.2
m,t,1.2,0.2,1.2,1.2,3.2,5.2,1.2,0.2,0.2,2.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,3.2,0.2,0.2,1.2,0.2
m,x,1.2,2.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2
m,d,0.2,1.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,2.2,0.2,3.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,1.2,1.2,0.2,0.2
m,f,3.2,0.2,1.2,1.2,0.2,5.2,1.2,0.2,0.2,2.2,0.2,3.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
m,w,3.2,0.2,0.2,0.2,2.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.2,0.2,0.2,0.2,0.2,0.2
